sex,age,field,language,education,paranormal,toss.K,toss.RT,grid.K,grid.RT,guess.K,guess.RT,roll.K,roll.RT,spot.K,spot.RT,K,toss,guess,roll,spot,grid,RT
male,27.15890411,science,french,7,0,1.764967014,21.9,1.821416993,12.9,1.081397422,25,1.433444761,24.9,1.321405893,13.4,1.484526417,1011001011,4254315231,2535416254,4528765126,1100011,98.1
female,NA,0,english,0,0,-0.693076878,112.2,-3.040965737,0,-9.982032341,88.7,0.573564015,106.2,-10.71221722,86.1,-4.770945631,1.11111E+11,1111111111,3114325365,2222222111,0,393.2
female,63.88767123,humanities,french,5,5,-4.415494561,14.1,0.35618483,11.5,-9.982032341,5.6,-11.37692329,5.2,-15.15284495,10.8,-8.114222064,0,4444444444,5555555555,2222222222,11100010,47.2
male,27.85205479,science,french,6,0,0.706482538,13.3,0.145914825,5.1,1.16303933,15.9,0.768557949,9.2,1.990685277,9.7,0.954935984,101101011,5342124522,2414325521,5437864195,110001101,53.2
male,39.73150685,0,french,3,0,0.665394272,26.7,-1.210243675,43.5,0.044308802,33.4,0.096967628,33.1,1.516012755,12.6,0.222487956,110110010,5543544521,6412542524,8641739653,100010,149.3
female,26.57808219,science,french,6,0,1.435280313,5.7,-0.678035429,3.5,0.851806014,9.2,0.127922228,8.2,0.86496271,12.4,0.520387167,11100011001,4325431242,6362443134,6239163834,110011011,39
female,52.52876712,0,french,1,0,-4.415494561,13.8,-3.040965737,17.8,1.692341555,41.1,1.64726373,19.7,-15.15284495,6.6,-3.853939993,0,3421532415,5622163542,4444444444,0,99
male,27.56712329,science,french,6,0,0.034797025,16.2,1.773448729,30.2,0.019598401,19.8,0.633911068,19.6,0.115116942,9.5,0.515374433,10111011010,5343523212,3623431142,6114322351,10100111,95.3
male,31,science,french,5,0,0.500223415,45,1.036960055,17.3,1.591473532,18.5,1.976435169,9.4,0.528553741,12.2,1.126729182,1.10011E+11,5321433523,5234126532,6893695825,101010001,102.4
female,43.7260274,humanities,french,6,4,-1.482841831,32.7,0.781777371,21.7,1.116711649,22,1.819607204,29.6,1.474187079,19.1,0.741888294,1.00001E+11,3245231545,6532451316,1582465382,1101,125.1
female,38.47945205,science,french,5,4,-0.751286612,5.6,-0.956960541,5.3,1.232114936,9.2,1.33631923,6.6,-3.685850875,6.6,-0.565132772,10011110101,2343512343,5265314426,5624141444,101101011,33.3
male,50.27671233,science,french,7,0,0.108783204,15.9,-1.126483048,6.8,1.582249666,11.4,0.250224531,9.1,1.348764823,10.2,0.432707835,1.00011E+11,3445212433,5514426522,5542698471,110011111,53.4
male,24.96712329,science,french,6,0,-1.191674612,7.8,-0.490516869,13.1,1.20753341,12.6,1.518848382,9.4,2.073961189,7.8,0.6236303,10111011101,2312433154,5235416254,5473296458,110011000,50.7
female,28.41643836,0,french,3,5,-0.846067465,22,1.036960055,25.7,1.434401055,20.8,2.002894311,14.4,1.378719238,10.8,1.001381439,10010011101,2535413253,4351462534,7583498514,101010100,93.7
male,49.16712329,other,french,6,3,0.771756741,10.6,1.821416993,11.6,1.629014055,16.3,0.524940443,16.1,1.40926542,9.7,1.23127873,110010111,3351254331,1355433616,9524856738,11100001,64.3
male,48.92054795,humanities,french,4,1,0.345809681,16.4,-0.252960072,7.5,0.380863896,20.6,0.607493728,11.5,1.441796436,12,0.504600734,1.11011E+11,3521435444,6521146366,6625471398,10101000,68
female,33.76438356,humanities,french,5,3,0.404517268,19.8,-3.040965737,23.1,1.113462724,17.6,1.395504934,11.4,-0.114601878,14,-0.048416538,1.1101E+11,4421535213,1415633251,1742268326,0,85.9
male,28.93424658,science,french,6,0,-0.061574949,17.4,1.773448729,16.3,2.137504904,19,1.623326183,14.4,1.414101655,15.5,1.377361304,111010010,4325145321,1152246315,6726491536,1101011,82.6
female,41.64931507,science,french,4,0,-1.256703796,14.1,1.226951829,4.8,-1.012412942,20.5,1.052682211,10.1,1.27226693,13.4,0.256556847,111,4532111222,2664143522,6872916563,111101010,62.9
female,55.00547945,humanities,french,6,1,-2.429624051,21.8,-3.040965737,8.6,1.523786971,19.4,1.924978014,10.9,1.521916405,12.4,-0.099981679,1.001E+11,2314251314,1526321546,5843794687,0,73.1
female,40.45205479,humanities,french,5,0,0.108783204,21.5,-3.040965737,8,-0.416959735,19.6,-0.974245321,9.2,1.916127467,24.2,-0.481452024,1.00011E+11,4445143442,2522461113,8317962387,0,82.5
male,28.44109589,other,french,6,0,-1.283928445,14,1.821416993,19.7,-4.262019327,21.1,1.976435169,7.5,2.174028829,11.3,0.085186644,1.101E+11,2331111115,5136245113,4587326954,110001100,73.6
female,33.89863014,0,french,3,2,-0.693076878,40.8,1.773448729,51,-0.584227126,103.5,-0.499797406,83.3,-15.15284495,11.8,-3.031299527,1.11111E+11,2232542522,3663236113,6666666666,111001010,290.4
male,41.01369863,humanities,french,6,1,-0.910361982,30.6,0.446237926,32.3,0.167098043,24.6,-0.11508087,35.1,1.183067534,11,0.15419213,1.011E+11,3422254145,3335565423,6562478659,110110010,133.6
male,49.7369863,0,french,2,1,-1.417663558,9.8,-0.791814807,25.5,-0.875870113,14.3,2.355640486,7.7,1.86630319,12.6,0.22731904,1111,1234543543,1425632145,8497326417,110010,69.9
male,33.16438356,science,french,5,0,0.360140724,7.2,0.35618483,10.3,1.193685689,12.5,1.179877782,7.1,-15.15284495,5.1,-2.412591186,11100100101,3251432435,5426153255,5555555555,101110001,42.2
male,26.44383562,science,french,7,0,-0.433304395,7.2,0.189437849,10.1,-1.325175272,15.3,1.105445514,8.9,0.659374308,10.5,0.039155601,11101000001,2443333511,2362564432,6855932477,101110011,52
male,29.96164384,other,french,6,0,-1.283928445,17.7,0.35618483,7.3,0.026819218,23.3,2.469090631,11.4,2.143107142,10.2,0.742254675,1.101E+11,3525122412,2546135264,8129345786,101011100,69.9
female,41.45479452,humanities,french,7,2,-0.301972727,62.2,0.35618483,15.2,1.573088549,29.8,1.692840493,19.8,2.113637588,25.8,1.086755747,1.0111E+11,5133145321,5426534615,5269741532,1110101,152.8
female,41.12876712,science,french,7,3,0.213536737,18.2,0.010229046,11,0.963165217,22,1.369831216,24.2,1.275215915,16.1,0.766395626,1011000101,2523452134,5236321426,8652641896,101101001,91.5
female,24.62191781,other,french,5,0,0.685710118,7.6,0.35618483,6.8,-4.270502937,19.4,0.899352041,7.5,1.893948021,8.7,-0.087061585,1001111001,2154333333,5125314663,8456274139,101010011,50
female,32.58630137,humanities,french,6,3,-1.616294023,13.7,0.35618483,24.1,1.532617685,40.2,0.917620703,44.8,1.764123892,19.7,0.590850617,1.0001E+11,4234543512,3523216532,8596426185,100101010,142.5
male,32.41369863,science,french,6,0,1.19276816,22.7,1.773448729,18,-1.392445606,33,0.228873019,38,-0.00776426,20,0.358976008,10001101111,5115114355,3626516156,7247574583,101110000,131.7
male,26.59726027,science,french,6,0,1.907453695,12.1,1.543792939,19.9,0.33458171,19.2,1.570108338,23.1,1.403374934,12.2,1.351862323,101111001,2312245434,4513356421,8622397584,11010011,86.5
male,43.79178082,science,french,7,3,-0.79783041,23.4,1.036960055,42.3,0.977755599,19.4,1.330811424,17.2,0.640413756,14.3,0.637622085,1.1011E+11,4542513423,5425662135,9953645175,100010101,116.6
male,27.18630137,science,french,4,3,-4.415494561,14,1.336502127,9.7,1.61953036,16.1,1.699986524,7.5,1.661633824,8.9,0.380431655,0,3454132453,2461523241,5241875269,111010100,56.2
male,38.89041096,science,french,4,5,-0.451488597,12.2,1.269405268,14.6,1.568531255,16.2,1.593141473,8.4,0.550103023,8.3,0.905938485,1001001101,3424521432,5263452164,8565424859,10000101,59.7
female,24.56986301,science,french,6,0,0.552068804,29.1,-0.596190895,5.8,-0.718087248,13.8,1.384035956,17.5,-15.15284495,6.2,-2.906203667,1111100100,4213544443,6223452643,5555555555,11101100,72.4
male,37.3369863,0,french,3,0,0.304103338,6.9,0.189437849,8.2,1.9318982,11,1.586521637,7.8,1.514145562,7,1.105221317,11010010100,2435154321,2463321456,5428937123,1100010,40.9
female,45.06027397,humanities,french,6,0,-4.415494561,16.7,-1.298379402,6.5,-0.413831559,14.6,2.240138775,19.6,-15.15284495,8.9,-3.80808234,0,5553332145,5312654321,5555555555,11101110,66.3
female,38.6630137,0,french,3,0,-0.693076878,6.4,0.446237926,16.5,0.825347814,37.2,1.777319263,11.9,-15.15284495,12.2,-2.559403366,1.11111E+11,1225345332,5124561354,6666666666,100000111,84.2
male,22.6739726,0,french,3,0,0.685710118,8.3,0.35618483,6.1,1.149639428,13.4,-0.765385081,7.3,1.457215017,6.7,0.576672862,11000011011,2531242125,5215243363,5485327145,110010101,41.8
male,39.3260274,science,french,7,5,-0.088630552,5.3,-3.040965737,6.8,-6.853404072,12,2.099670154,4.4,2.021266031,8.1,-1.172412835,10011101001,2232222222,1523641526,7415863194,0,36.6
male,45.64383562,science,french,6,4,-0.693076878,53,-3.040965737,7.8,0.998451403,25.7,-9.076491499,7,-4.115843962,9.4,-3.185585334,1.11111E+11,3451123433,5233333333,7575847777,0,102.9
female,57.45753425,science,french,4,0,-0.445466857,17.1,0.35618483,17.6,1.20753341,17.6,1.52831709,14.1,1.999894425,15.1,0.92929258,11101001001,2431254325,1421653425,4752698351,10101100,81.5
male,27.59178082,science,french,7,0,-0.21316844,7.1,-0.678035429,12.4,1.743165665,10.7,0.568783657,7.6,1.359247918,10.6,0.555998674,1001110101,4352331425,5525435124,5745921853,110000001,48.4
male,40.64109589,science,french,6,0,0.18921076,21,0.35618483,17.1,1.692341555,19.8,2.426211157,11.5,1.803081216,16.5,1.293405904,10010001111,4215341253,2643152346,4358639174,100101010,85.9
male,28.60273973,other,french,6,1,-0.061574949,17.4,0.20659518,12.9,0.681366645,12.1,1.576650477,6,0.807012026,6.7,0.642009876,1111111000,3425234533,5344621523,8587462396,110011010,55.1
male,51.28767123,science,french,5,0,-0.79783041,17.8,-0.791814807,14.7,-9.116666283,24.1,1.448316545,20.6,-7.620897251,20.8,-3.375778441,1.1011E+11,4333333333,5245166542,2222226689,101001111,98
male,40.99726027,humanities,french,6,0,0.972396797,7.9,-0.729549989,7.6,-4.270502937,31.3,2.355640486,13,1.316597975,11,-0.071083534,110101111,2345111111,5234165243,8541725871,100101001,70.8
male,28.98082192,science,french,6,0,-0.301972727,13.2,1.036960055,7.7,1.908271645,12.5,1.671619683,5.1,-0.303351455,10.2,0.80230544,1.0111E+11,4351245132,6245321563,6345636412,110101010,48.7
female,21.49315068,0,french,3,5,-3.531128974,14.9,1.466399166,16.6,0.362159719,24.8,1.037012471,25.7,1.307905843,10.9,0.128469645,10101010101,2324231453,5366424321,5626874192,100011100,92.9
female,24.29589041,humanities,french,5,0,-2.429624051,18.8,1.773448729,18.3,-0.020137899,19,1.827435724,12.7,1.885894614,20.3,0.607403423,1.001E+11,2421355522,1563421153,5462789542,1010011,89.1
male,29.64657534,science,french,5,4,1.435280313,14,1.336502127,24.1,1.785252811,24.5,1.827435724,12.3,1.803081216,11.7,1.637510438,1101011100,3125432214,5233415623,8527154398,11001010,86.6
female,67.34246575,humanities,french,6,3,-0.369969093,38.3,0.35618483,75.2,0.048716921,32.7,0.466084434,29.1,0.348659242,52,0.169935267,1.11001E+11,1135132551,6631221454,6473274847,101110001,227.3
male,27.16438356,0,french,3,3,-0.251212237,13.6,0.20659518,13,1.908271645,14.9,1.472446549,13.8,1.999894425,8.8,1.067199112,11010110010,2413524312,5422363215,1458627953,10110011,64.1
male,52.16712329,humanities,french,5,0,-0.301972727,15.1,1.036960055,7.8,1.856580389,14,1.401275016,10.3,2.244683152,14.2,1.247505177,1.0111E+11,4354213245,1663542116,1523784691,10101110,61.4
male,44.11506849,other,french,6,5,-0.683787013,10,0.068744507,21.5,1.968133903,15,0.317642882,9.8,1.428158576,10.8,0.619778571,1011101101,3421354312,5634153341,5611748256,101010101,67.1
male,38.72876712,science,french,5,1,0.626054983,7.7,1.821416993,22.3,1.64336601,11,1.777319263,7.1,2.244683152,11.3,1.62256808,11000110010,3241152435,5214315621,5142876935,11110001,59.4
male,39.7890411,other,french,6,0,0.588321834,7.9,0.35618483,4.2,0.639641753,13.3,2.01182686,6.7,-15.15284495,5.9,-2.311373936,1001011001,4321543215,5211364512,5555555555,1110101,38
female,33.70136986,other,french,4,0,-1.283928445,26,0.20659518,20.4,1.319972981,24.7,1.863218736,10.7,2.054701956,10.8,0.832112081,1.101E+11,5425145231,2635146526,8341965827,10111001,92.6
female,23.36438356,humanities,french,6,1,0.685710118,7.4,-0.688451355,16,1.136371547,16.2,1.253302059,18.1,1.57474468,13.6,0.79233541,100000111,2324543221,2665613462,5234657841,100011111,71.3
male,27.2739726,science,french,6,0,1.19276816,13.6,-0.252960072,15.5,1.81224127,17.7,1.392628828,17.6,1.607635239,11.6,1.150462685,1110010111,2413255124,5264352561,7564214593,101110101,76
male,63.38356164,other,french,6,0,0.165508595,30.6,-2.438154003,30.6,1.028579708,26.4,-0.071562209,17,1.988928063,15.2,0.134660031,1.1001E+11,2441254521,2642261341,5296178239,111101111,119.8
male,27.01917808,science,french,6,1,-0.635883352,19.5,0.20659518,8.2,0.838511937,13.2,0.907441893,24.9,1.887173035,13.5,0.640767739,1.0011E+11,4245121533,5244313554,6435924873,10110011,79.3
female,40.44383562,science,french,6,0,-0.088630552,9.7,0.145914825,10.9,1.335189856,14.1,1.339081318,7.7,-15.15284495,9.5,-2.484257902,11010001101,4425314351,1526543652,5555555555,101001110,51.9
male,53.07671233,science,french,6,0,0.534461914,18.9,-0.265943141,18.4,1.885052465,20,2.198539478,12.2,1.344900161,12.3,1.139402176,11001111001,2453132415,2536431265,8634956528,101100101,81.8
female,26.6630137,science,french,6,3,-1.283928445,15.2,0.089538752,8,1.743165665,13,1.792548627,7.3,0.864019702,15.6,0.64106886,1.101E+11,3431521453,5246531625,1853541764,1111101,59.1
male,22.44931507,humanities,french,4,1,0.374697463,14.6,0.32143388,19.9,0.884257683,14.8,0.993188955,12,1.175323261,7.9,0.749780248,1001110100,4225431213,2524263514,5186523574,10111010,69.2
female,10.19452055,0,french,1,3,-0.702274305,36.2,0.068744507,32.7,1.879309689,85.9,1.967725935,71.9,2.244683152,45.2,1.091637796,11001100010,3254311425,5132646352,6325897416,10101010,271.9
male,63.40821918,other,english,6,3,0.665394272,40.8,1.821416993,48.6,-7.428618527,38.2,2.043549566,28.4,0.895446706,17.3,-0.400562198,1011001110,3111111115,4362561435,4196522578,10011101,173.3
female,28.41917808,humanities,french,5,2,-1.010668449,6,0.32143388,13.7,0.827970364,15.1,2.048140914,7.4,2.244683152,6.9,0.886311972,11001100110,4351223444,5623412564,5231498765,101000101,49.1
female,34.59726027,science,french,7,3,-0.590539089,17.7,-0.179909136,15.8,1.316195478,21.9,1.433444761,14,0.498940104,9.1,0.495626424,1.10101E+11,2231423521,4254361564,7854786239,1011110,78.5
male,36.50684932,science,french,6,1,-0.251212237,12.3,1.036960055,9,1.370069824,11.9,1.145770098,7.3,2.054701956,9.7,1.071257939,1011110100,4221325421,5442361215,8324765819,101010001,50.2
male,19.15342466,science,french,4,2,-0.720399077,10.8,-0.688451355,12.1,1.908271645,10.3,1.703573328,5,1.742176632,5.5,0.789034235,1011011010,3521433254,1643251632,7523684196,10001001,43.7
female,21.14794521,science,french,5,0,-0.251212237,7.5,1.218460494,13.9,1.377945163,9.2,1.179877782,6.2,0.758710128,9.9,0.856756266,110110100,3553122435,1152664352,8856918278,111101000,46.7
male,36.02465753,science,french,7,0,1.390181916,11.2,1.773448729,13.8,-9.116666283,35.3,1.177413638,13.9,0.28746868,20,-0.897630664,1011100111,2333333333,2354425623,1475412546,11101001,94.2
male,18.03561644,0,french,3,2,-0.610967186,7.5,-3.040965737,8.4,1.316195478,9.6,1.481604126,6.1,1.27226693,13,0.083626722,1011010100,2411335243,1425136654,8575234615,0,44.6
female,44.16438356,other,french,4,3,-0.880661956,36.8,-0.490516869,43.1,0.577201738,22.9,1.263740108,20.1,0.354750847,12,0.164902774,10010110010,4312454451,6146313245,9658465986,11001101,134.9
female,44.38356164,0,french,3,0,-2.374336631,23.4,1.821416993,16,1.476226748,24.4,2.240138775,15.2,1.678303867,15.6,0.96834995,10010010011,2143542141,3456132465,7541278569,11110001,94.6
female,26.35068493,other,french,4,2,0.552068804,16.3,0.35618483,19.6,1.845357998,15.9,0.679658361,18.3,0.972573078,12.3,0.881168614,1111100100,4213543421,5622453511,5368544917,101110001,82.4
female,26.0630137,science,french,6,1,-0.043087657,22.4,-3.040965737,9.1,1.480481662,12.6,1.671619683,9.1,0.032781557,9.1,0.020165902,1111100000,4235135244,6512354263,1144552689,0,62.3
female,45.99178082,humanities,french,6,0,-0.693076878,30.5,-3.040965737,17.9,1.446812932,18.9,0.940279299,22.2,0.836363969,18.1,-0.102117283,1.11111E+11,2143524152,6346154636,5764856497,0,107.6
male,37.72876712,0,french,3,4,0.165508595,12.4,0.145914825,16.7,1.702354085,18.9,1.904085974,20,1.713662116,16.1,1.126305119,1.1001E+11,2214325413,4215432614,5248761795,101001110,84.1
female,47.81643836,other,french,6,3,0.534461914,46.1,-0.596190895,11.2,-3.272274249,38,-0.222792774,28.3,-2.08086183,15.5,-1.127531567,1110111,4532322222,5354563355,8687799888,11101100,139.1
female,37.85205479,humanities,french,6,0,-2.429624051,30.6,1.821416993,14.1,1.545973289,22.8,2.153178307,15.6,2.143107142,13,1.046810336,1.001E+11,4352143455,2645136412,5234178956,10011101,96.1
male,55.74520548,science,french,4,0,-0.857743415,20.2,0.20659518,8,1.38190017,13.4,1.333562606,12.6,1.07305363,15.8,0.627473634,11010010010,3253142341,2516653432,5362457796,100001101,70
female,32.53424658,science,english,7,4,0.304103338,5.9,-3.040965737,11.3,0.555585238,10.6,1.570108338,7.6,0.798314004,16.8,0.037429036,11010010100,3251324524,2635315432,3585782654,0,52.2
male,29.78356164,0,french,3,0,-1.438529766,9.5,-1.298379402,15.4,0.870640994,23.5,0.842064434,13.7,1.004864444,11.8,-0.003867859,1.01101E+11,5342255451,6235114251,5476219624,100010001,73.9
male,9.830136986,0,french,1,0,-1.372248554,41.6,0.32143388,22.2,1.497637041,28.3,1.851188679,25.2,0.604291544,29.5,0.580460518,11101101101,1245332451,6253415625,7281546558,101000101,146.8
male,30.20821918,science,french,4,0,0.771756741,14.3,0.35618483,11.2,1.523786971,21.1,2.277585599,22.3,1.3890109,15.8,1.263665008,1110011000,5423112234,5342616435,5628871934,10100011,84.7
male,32.58082192,other,french,4,3,0.665394272,26.8,0.068744507,14.9,1.896612013,21.9,0.991033544,14.6,-2.447042857,19.1,0.234948296,1011001101,3324515432,6435652131,6665288841,10101010,97.3
female,43.2109589,science,french,6,0,0.404517268,24.5,1.821416993,15.6,1.515013786,24.4,1.616561738,14.5,1.742176632,11.6,1.419937284,1.1101E+11,5324315324,5146352315,1823547965,10110101,90.6
male,68.73972603,0,french,3,NA,-4.415494561,21.3,-3.040965737,20,-6.045376191,7.8,-11.37692329,5.8,-3.446301739,9.1,-5.665012304,0,1122222223,6666666666,1114447788,0,64
male,25.71232877,science,french,6,5,-0.79783041,7.9,1.821416993,6.6,-0.349691863,11.9,0.9465234,10,-15.15284495,9.7,-2.706485367,1.1011E+11,4211252223,2521664522,9999999999,10001101,46.1
male,47.67123288,0,french,3,4,0.74948256,18,0.20659518,16,1.401851336,15.9,0.909471715,22.2,0.741022489,14.4,0.801684656,1010111110,3245113344,4425214361,4528465487,10011110,86.5
male,27.84657534,science,french,6,0,-1.036525626,10,1.821416993,6.2,-0.06415993,14.7,0.373199477,7.8,0.74555644,9,0.367897471,110010,2344215554,1216543323,5659443285,101001010,47.7
male,19.12054795,0,french,3,0,0.451132209,27.2,1.821416993,24.3,0.260238892,36.5,1.70716939,22.6,-12.48233388,13.8,-1.648475279,11100111001,3531352314,2523614526,8899999999,101110010,124.4
male,23.96164384,humanities,french,6,0,-0.702274305,6.6,0.35618483,21.2,0.023926244,9.5,0.243910642,8.1,1.480073293,12,0.280364141,10001100110,3213245344,5215526413,8562317419,10100011,57.4
female,21.72328767,other,french,4,1,-1.438529766,18.2,1.821416993,14.5,1.515013786,14.1,1.703573328,10.5,1.847312966,11.7,1.089757462,1.01101E+11,3245124351,5316245362,8437915746,11100001,69
female,46.21369863,other,french,7,0,0.317797423,19.5,0.145914825,15.4,0.44055494,17.4,-0.444020897,11.2,0.479557158,13.5,0.18796069,10111001010,3452441344,6554446345,9882683176,110001101,77
female,46.8109589,humanities,french,5,1,-4.415494561,17.5,0.781777371,15.1,-2.036761524,17.4,1.242941618,11.1,-15.15284495,6.6,-3.91607641,0,3321454444,5532654612,5555555555,1101,67.7
female,46.8109589,humanities,french,5,1,-4.415494561,17.5,0.781777371,15.1,-2.036761524,17.4,1.242941618,11.1,-15.15284495,6.6,-3.91607641,0,3321454444,5532654612,5555555555,1101,67.7
male,28.16438356,science,french,7,0,1.060495216,37,0.35618483,40.9,0.686083564,37.5,2.420191826,19.4,1.640305891,10.8,1.232652265,1011101001,2454121243,3162543612,5928142578,10100011,145.6
female,30.8109589,0,french,3,1,-2.429624051,21.7,0.189437849,23.9,1.434401055,13.8,1.623326183,12.9,1.778022105,16,0.519112628,1.001E+11,2433123544,5143265251,5628497364,1100010,88.3
male,27.78082192,0,french,3,1,-0.097475919,15,1.821416993,12.2,0.547034866,23.6,1.843225955,14.8,1.803081216,13,1.183456622,1.01111E+11,2114533551,4351246321,7536489247,101001010,78.6
female,64.28493151,0,french,3,5,-0.693076878,17.9,-3.040965737,13.5,-9.982032341,15.4,-11.37692329,17.7,-15.15284495,6.7,-8.049168641,1.11111E+11,3333333333,5555555555,5555555555,0,71.2
male,35.64657534,humanities,french,4,4,0.727732527,19.4,0.068744507,9.5,-9.982032341,16.3,0.115227977,14.4,0.95727749,11.4,-1.622609968,11010111,1111111111,2334352566,6458626971,101010101,71
female,23.39178082,humanities,french,4,1,-0.097475919,12.6,0.35618483,28.3,0.734184358,18.6,-0.607806539,9.6,-0.839416634,13.6,-0.090865981,11100110011,3342235114,2663554111,5366394144,10100011,82.7
male,25.41643836,science,french,7,0,0.331697441,8.5,1.773448729,16.4,0.995475316,8.7,1.93342333,5.4,1.302889209,7.4,1.267386805,1001110110,4215434254,1543266154,5239651754,1101011,46.4
male,27.37808219,science,other,6,0,-0.414755268,22.6,1.821416993,24,0.971900463,33.5,2.05274744,15.4,-15.15284495,13.4,-2.144307065,1001001011,5455231154,5362514263,5555555555,10110101,108.9
